"Data for weekly deaths (occurrences), by Health Board and location, 2015-2019",,,,,,,,,
,,,,,,,,,
week of occurrence,health board,location,year,number of deaths,,,,,
14,Ayrshire and Arran,Hospital,2015,32,,,,,
14,Borders,Care Home,2015,6,,,,,
14,Borders,Home / Non-institution,2015,5,,,,,
14,Borders,Hospital,2015,13,,,,,
14,Dumfries and Galloway,Care Home,2015,10,,,,,
14,Dumfries and Galloway,Home / Non-institution,2015,12,,,,,
14,Dumfries and Galloway,Hospital,2015,22,,,,,
14,Fife,Care Home,2015,16,,,,,
14,Fife,Home / Non-institution,2015,29,,,,,
14,Fife,Hospital,2015,45,,,,,
14,Forth Valley,Care Home,2015,15,,,,,
14,Forth Valley,Home / Non-institution,2015,11,,,,,
14,Forth Valley,Hospital,2015,26,,,,,
14,Grampian,Care Home,2015,30,,,,,
14,Grampian,Home / Non-institution,2015,27,,,,,
14,Grampian,Hospital,2015,81,,,,,
14,Grampian,Other institution,2015,1,,,,,
14,Greater Glasgow and Clyde,Care Home,2015,62,,,,,
14,Greater Glasgow and Clyde,Home / Non-institution,2015,64,,,,,
14,Greater Glasgow and Clyde,Hospital,2015,149,,,,,
14,Greater Glasgow and Clyde,Other institution,2015,1,,,,,
14,Highland,Care Home,2015,17,,,,,
14,Highland,Home / Non-institution,2015,24,,,,,
14,Highland,Hospital,2015,36,,,,,
14,Lanarkshire,Care Home,2015,21,,,,,
14,Lanarkshire,Home / Non-institution,2015,35,,,,,
14,Lanarkshire,Hospital,2015,84,,,,,
14,Lanarkshire,Other institution,2015,3,,,,,
14,Lothian,Care Home,2015,45,,,,,
14,Lothian,Home / Non-institution,2015,31,,,,,
14,Lothian,Hospital,2015,90,,,,,
14,Orkney,Hospital,2015,4,,,,,
14,Shetland,Care Home,2015,3,,,,,
14,Shetland,Hospital,2015,3,,,,,
14,Tayside,Care Home,2015,16,,,,,
14,Tayside,Home / Non-institution,2015,18,,,,,
14,Tayside,Hospital,2015,50,,,,,
14,Tayside,Other institution,2015,2,,,,,
14,Western Isles,Care Home,2015,6,,,,,
14,Western Isles,Home / Non-institution,2015,1,,,,,
14,Western Isles,Hospital,2015,6,,,,,
15,Ayrshire and Arran,Care Home,2015,23,,,,,
15,Ayrshire and Arran,Home / Non-institution,2015,18,,,,,
15,Ayrshire and Arran,Hospital,2015,50,,,,,
15,Borders,Care Home,2015,4,,,,,
15,Borders,Home / Non-institution,2015,6,,,,,
15,Borders,Hospital,2015,13,,,,,
15,Dumfries and Galloway,Care Home,2015,5,,,,,
15,Dumfries and Galloway,Home / Non-institution,2015,13,,,,,
15,Dumfries and Galloway,Hospital,2015,16,,,,,
15,Fife,Care Home,2015,14,,,,,
15,Fife,Home / Non-institution,2015,22,,,,,
15,Fife,Hospital,2015,50,,,,,
15,Forth Valley,Care Home,2015,11,,,,,
15,Forth Valley,Home / Non-institution,2015,16,,,,,
15,Forth Valley,Hospital,2015,35,,,,,
15,Grampian,Care Home,2015,22,,,,,
15,Grampian,Home / Non-institution,2015,23,,,,,
15,Grampian,Hospital,2015,58,,,,,
15,Greater Glasgow and Clyde,Care Home,2015,64,,,,,
15,Greater Glasgow and Clyde,Home / Non-institution,2015,48,,,,,
15,Greater Glasgow and Clyde,Hospital,2015,112,,,,,
15,Highland,Care Home,2015,16,,,,,
15,Highland,Home / Non-institution,2015,12,,,,,
15,Highland,Hospital,2015,32,,,,,
15,Lanarkshire,Care Home,2015,29,,,,,
15,Lanarkshire,Home / Non-institution,2015,34,,,,,
15,Lanarkshire,Hospital,2015,65,,,,,
15,Lothian,Care Home,2015,32,,,,,
15,Lothian,Home / Non-institution,2015,31,,,,,
15,Lothian,Hospital,2015,84,,,,,
15,Orkney,Care Home,2015,4,,,,,
15,Orkney,Home / Non-institution,2015,1,,,,,
15,Orkney,Hospital,2015,2,,,,,
15,Shetland,Care Home,2015,1,,,,,
15,Shetland,Home / Non-institution,2015,1,,,,,
15,Shetland,Hospital,2015,1,,,,,
15,Tayside,Care Home,2015,15,,,,,
15,Tayside,Home / Non-institution,2015,26,,,,,
15,Tayside,Hospital,2015,43,,,,,
15,Tayside,Other institution,2015,1,,,,,
15,Western Isles,Care Home,2015,2,,,,,
15,Western Isles,Hospital,2015,3,,,,,
16,Ayrshire and Arran,Care Home,2015,10,,,,,
16,Ayrshire and Arran,Home / Non-institution,2015,27,,,,,
16,Ayrshire and Arran,Hospital,2015,47,,,,,
16,Borders,Care Home,2015,1,,,,,
16,Borders,Home / Non-institution,2015,9,,,,,
16,Borders,Hospital,2015,19,,,,,
16,Dumfries and Galloway,Care Home,2015,10,,,,,
16,Dumfries and Galloway,Home / Non-institution,2015,9,,,,,
16,Dumfries and Galloway,Hospital,2015,16,,,,,
16,Fife,Care Home,2015,19,,,,,
16,Fife,Home / Non-institution,2015,22,,,,,
16,Fife,Hospital,2015,35,,,,,
16,Forth Valley,Care Home,2015,12,,,,,
16,Forth Valley,Home / Non-institution,2015,15,,,,,
16,Forth Valley,Hospital,2015,25,,,,,
16,Grampian,Care Home,2015,28,,,,,
16,Grampian,Home / Non-institution,2015,34,,,,,
16,Grampian,Hospital,2015,39,,,,,
16,Grampian,Other institution,2015,1,,,,,
16,Greater Glasgow and Clyde,Care Home,2015,71,,,,,
16,Greater Glasgow and Clyde,Home / Non-institution,2015,54,,,,,
16,Greater Glasgow and Clyde,Hospital,2015,133,,,,,
16,Greater Glasgow and Clyde,Other institution,2015,1,,,,,
16,Highland,Care Home,2015,13,,,,,
16,Highland,Home / Non-institution,2015,24,,,,,
16,Highland,Hospital,2015,38,,,,,
16,Lanarkshire,Care Home,2015,27,,,,,
16,Lanarkshire,Home / Non-institution,2015,31,,,,,
16,Lanarkshire,Hospital,2015,82,,,,,
16,Lothian,Care Home,2015,26,,,,,
16,Lothian,Home / Non-institution,2015,41,,,,,
16,Lothian,Hospital,2015,75,,,,,
16,Orkney,Home / Non-institution,2015,1,,,,,
16,Orkney,Hospital,2015,4,,,,,
16,Shetland,Hospital,2015,1,,,,,
16,Tayside,Care Home,2015,22,,,,,
16,Tayside,Home / Non-institution,2015,18,,,,,
16,Tayside,Hospital,2015,38,,,,,
16,Tayside,Other institution,2015,1,,,,,
16,Western Isles,Home / Non-institution,2015,4,,,,,
16,Western Isles,Hospital,2015,4,,,,,
17,Ayrshire and Arran,Care Home,2015,9,,,,,
17,Ayrshire and Arran,Home / Non-institution,2015,20,,,,,
17,Ayrshire and Arran,Hospital,2015,51,,,,,
17,Borders,Care Home,2015,7,,,,,
17,Borders,Home / Non-institution,2015,6,,,,,
17,Borders,Hospital,2015,22,,,,,
17,Dumfries and Galloway,Care Home,2015,8,,,,,
17,Dumfries and Galloway,Home / Non-institution,2015,8,,,,,
17,Dumfries and Galloway,Hospital,2015,22,,,,,
17,Fife,Care Home,2015,18,,,,,
17,Fife,Home / Non-institution,2015,15,,,,,
17,Fife,Hospital,2015,42,,,,,
17,Forth Valley,Care Home,2015,11,,,,,
17,Forth Valley,Home / Non-institution,2015,17,,,,,
17,Forth Valley,Hospital,2015,32,,,,,
17,Grampian,Care Home,2015,20,,,,,
17,Grampian,Home / Non-institution,2015,27,,,,,
17,Grampian,Hospital,2015,61,,,,,
17,Grampian,Other institution,2015,1,,,,,
17,Greater Glasgow and Clyde,Care Home,2015,50,,,,,
17,Greater Glasgow and Clyde,Home / Non-institution,2015,64,,,,,
17,Greater Glasgow and Clyde,Hospital,2015,119,,,,,
17,Highland,Care Home,2015,16,,,,,
17,Highland,Home / Non-institution,2015,17,,,,,
17,Highland,Hospital,2015,34,,,,,
17,Lanarkshire,Care Home,2015,34,,,,,
17,Lanarkshire,Home / Non-institution,2015,35,,,,,
17,Lanarkshire,Hospital,2015,72,,,,,
17,Lothian,Care Home,2015,52,,,,,
17,Lothian,Home / Non-institution,2015,24,,,,,
17,Lothian,Hospital,2015,73,,,,,
17,Orkney,Home / Non-institution,2015,3,,,,,
17,Orkney,Hospital,2015,3,,,,,
17,Shetland,Care Home,2015,3,,,,,
17,Shetland,Hospital,2015,1,,,,,
17,Tayside,Care Home,2015,21,,,,,
17,Tayside,Home / Non-institution,2015,31,,,,,
17,Tayside,Hospital,2015,39,,,,,
17,Western Isles,Care Home,2015,2,,,,,
17,Western Isles,Home / Non-institution,2015,1,,,,,
17,Western Isles,Hospital,2015,1,,,,,
18,Ayrshire and Arran,Care Home,2015,12,,,,,
18,Ayrshire and Arran,Home / Non-institution,2015,15,,,,,
18,Ayrshire and Arran,Hospital,2015,51,,,,,
18,Borders,Care Home,2015,5,,,,,
18,Borders,Home / Non-institution,2015,7,,,,,
18,Borders,Hospital,2015,12,,,,,
18,Dumfries and Galloway,Care Home,2015,9,,,,,
18,Dumfries and Galloway,Home / Non-institution,2015,15,,,,,
18,Dumfries and Galloway,Hospital,2015,17,,,,,
18,Fife,Care Home,2015,23,,,,,
18,Fife,Home / Non-institution,2015,21,,,,,
18,Fife,Hospital,2015,38,,,,,
18,Forth Valley,Care Home,2015,9,,,,,
18,Forth Valley,Home / Non-institution,2015,15,,,,,
18,Forth Valley,Hospital,2015,29,,,,,
18,Grampian,Care Home,2015,24,,,,,
18,Grampian,Home / Non-institution,2015,30,,,,,
18,Grampian,Hospital,2015,60,,,,,
18,Greater Glasgow and Clyde,Care Home,2015,63,,,,,
18,Greater Glasgow and Clyde,Home / Non-institution,2015,48,,,,,
18,Greater Glasgow and Clyde,Hospital,2015,134,,,,,
18,Highland,Care Home,2015,12,,,,,
18,Highland,Home / Non-institution,2015,23,,,,,
18,Highland,Hospital,2015,30,,,,,
18,Lanarkshire,Care Home,2015,34,,,,,
18,Lanarkshire,Home / Non-institution,2015,41,,,,,
18,Lanarkshire,Hospital,2015,80,,,,,
18,Lanarkshire,Other institution,2015,2,,,,,
18,Lothian,Care Home,2015,41,,,,,
18,Lothian,Home / Non-institution,2015,36,,,,,
18,Lothian,Hospital,2015,63,,,,,
18,Lothian,Other institution,2015,1,,,,,
18,Orkney,Care Home,2015,2,,,,,
18,Orkney,Home / Non-institution,2015,3,,,,,
18,Orkney,Hospital,2015,5,,,,,
18,Shetland,Care Home,2015,3,,,,,
18,Shetland,Home / Non-institution,2015,1,,,,,
18,Shetland,Hospital,2015,1,,,,,
18,Tayside,Care Home,2015,24,,,,,
18,Tayside,Home / Non-institution,2015,22,,,,,
18,Tayside,Hospital,2015,39,,,,,
18,Tayside,Other institution,2015,2,,,,,
18,Western Isles,Care Home,2015,1,,,,,
18,Western Isles,Home / Non-institution,2015,2,,,,,
18,Western Isles,Hospital,2015,6,,,,,
19,Ayrshire and Arran,Care Home,2015,23,,,,,
19,Ayrshire and Arran,Home / Non-institution,2015,23,,,,,
19,Ayrshire and Arran,Hospital,2015,47,,,,,
19,Borders,Care Home,2015,3,,,,,
19,Borders,Home / Non-institution,2015,5,,,,,
19,Borders,Hospital,2015,15,,,,,
19,Dumfries and Galloway,Care Home,2015,9,,,,,
19,Dumfries and Galloway,Home / Non-institution,2015,6,,,,,
19,Dumfries and Galloway,Hospital,2015,19,,,,,
19,Fife,Care Home,2015,18,,,,,
19,Fife,Home / Non-institution,2015,22,,,,,
19,Fife,Hospital,2015,49,,,,,
19,Forth Valley,Care Home,2015,19,,,,,
19,Forth Valley,Home / Non-institution,2015,12,,,,,
19,Forth Valley,Hospital,2015,20,,,,,
19,Grampian,Care Home,2015,21,,,,,
19,Grampian,Home / Non-institution,2015,25,,,,,
19,Grampian,Hospital,2015,51,,,,,
19,Grampian,Other institution,2015,1,,,,,
19,Greater Glasgow and Clyde,Care Home,2015,54,,,,,
19,Greater Glasgow and Clyde,Home / Non-institution,2015,61,,,,,
19,Greater Glasgow and Clyde,Hospital,2015,104,,,,,
19,Highland,Care Home,2015,20,,,,,
19,Highland,Home / Non-institution,2015,19,,,,,
19,Highland,Hospital,2015,40,,,,,
19,Lanarkshire,Care Home,2015,33,,,,,
19,Lanarkshire,Home / Non-institution,2015,23,,,,,
19,Lanarkshire,Hospital,2015,67,,,,,
19,Lothian,Care Home,2015,44,,,,,
19,Lothian,Home / Non-institution,2015,38,,,,,
19,Lothian,Hospital,2015,65,,,,,
19,Orkney,Care Home,2015,1,,,,,
19,Orkney,Home / Non-institution,2015,1,,,,,
19,Orkney,Hospital,2015,2,,,,,
19,Shetland,Care Home,2015,1,,,,,
19,Shetland,Home / Non-institution,2015,1,,,,,
19,Shetland,Hospital,2015,3,,,,,
19,Tayside,Care Home,2015,15,,,,,
19,Tayside,Home / Non-institution,2015,19,,,,,
19,Tayside,Hospital,2015,46,,,,,
19,Western Isles,Home / Non-institution,2015,3,,,,,
19,Western Isles,Hospital,2015,5,,,,,
20,Ayrshire and Arran,Care Home,2015,19,,,,,
20,Ayrshire and Arran,Home / Non-institution,2015,27,,,,,
20,Ayrshire and Arran,Hospital,2015,46,,,,,
20,Borders,Care Home,2015,2,,,,,
20,Borders,Home / Non-institution,2015,5,,,,,
20,Borders,Hospital,2015,15,,,,,
20,Dumfries and Galloway,Care Home,2015,4,,,,,
20,Dumfries and Galloway,Home / Non-institution,2015,9,,,,,
20,Dumfries and Galloway,Hospital,2015,21,,,,,
20,Fife,Care Home,2015,16,,,,,
20,Fife,Home / Non-institution,2015,22,,,,,
20,Fife,Hospital,2015,53,,,,,
20,Forth Valley,Care Home,2015,18,,,,,
20,Forth Valley,Home / Non-institution,2015,22,,,,,
20,Forth Valley,Hospital,2015,21,,,,,
20,Grampian,Care Home,2015,26,,,,,
20,Grampian,Home / Non-institution,2015,20,,,,,
20,Grampian,Hospital,2015,52,,,,,
20,Greater Glasgow and Clyde,Care Home,2015,52,,,,,
20,Greater Glasgow and Clyde,Home / Non-institution,2015,43,,,,,
20,Greater Glasgow and Clyde,Hospital,2015,108,,,,,
20,Highland,Care Home,2015,9,,,,,
20,Highland,Home / Non-institution,2015,28,,,,,
20,Highland,Hospital,2015,33,,,,,
20,Lanarkshire,Care Home,2015,30,,,,,
20,Lanarkshire,Home / Non-institution,2015,23,,,,,
20,Lanarkshire,Hospital,2015,70,,,,,
20,Lothian,Care Home,2015,43,,,,,
20,Lothian,Home / Non-institution,2015,25,,,,,
20,Lothian,Hospital,2015,63,,,,,
20,Orkney,Care Home,2015,3,,,,,
20,Orkney,Hospital,2015,1,,,,,
20,Shetland,Care Home,2015,1,,,,,
20,Shetland,Home / Non-institution,2015,2,,,,,
20,Shetland,Hospital,2015,1,,,,,
20,Tayside,Care Home,2015,21,,,,,
20,Tayside,Home / Non-institution,2015,26,,,,,
20,Tayside,Hospital,2015,36,,,,,
20,Western Isles,Care Home,2015,2,,,,,
20,Western Isles,Home / Non-institution,2015,2,,,,,
21,Ayrshire and Arran,Care Home,2015,14,,,,,
21,Ayrshire and Arran,Home / Non-institution,2015,26,,,,,
21,Ayrshire and Arran,Hospital,2015,49,,,,,
21,Borders,Care Home,2015,6,,,,,
21,Borders,Home / Non-institution,2015,10,,,,,
21,Borders,Hospital,2015,11,,,,,
21,Dumfries and Galloway,Care Home,2015,4,,,,,
21,Dumfries and Galloway,Home / Non-institution,2015,4,,,,,
21,Dumfries and Galloway,Hospital,2015,20,,,,,
21,Fife,Care Home,2015,16,,,,,
21,Fife,Home / Non-institution,2015,23,,,,,
21,Fife,Hospital,2015,32,,,,,
21,Forth Valley,Care Home,2015,17,,,,,
21,Forth Valley,Home / Non-institution,2015,24,,,,,
21,Forth Valley,Hospital,2015,33,,,,,
21,Forth Valley,Other institution,2015,1,,,,,
21,Grampian,Care Home,2015,20,,,,,
21,Grampian,Home / Non-institution,2015,22,,,,,
21,Grampian,Hospital,2015,49,,,,,
21,Greater Glasgow and Clyde,Care Home,2015,52,,,,,
21,Greater Glasgow and Clyde,Home / Non-institution,2015,54,,,,,
21,Greater Glasgow and Clyde,Hospital,2015,123,,,,,
21,Highland,Care Home,2015,17,,,,,
21,Highland,Home / Non-institution,2015,21,,,,,
21,Highland,Hospital,2015,40,,,,,
21,Lanarkshire,Care Home,2015,27,,,,,
21,Lanarkshire,Home / Non-institution,2015,32,,,,,
21,Lanarkshire,Hospital,2015,58,,,,,
21,Lanarkshire,Other institution,2015,2,,,,,
21,Lothian,Care Home,2015,40,,,,,
21,Lothian,Home / Non-institution,2015,33,,,,,
21,Lothian,Hospital,2015,73,,,,,
21,Orkney,Home / Non-institution,2015,3,,,,,
21,Orkney,Hospital,2015,1,,,,,
21,Shetland,Home / Non-institution,2015,1,,,,,
21,Shetland,Hospital,2015,3,,,,,
21,Tayside,Care Home,2015,22,,,,,
21,Tayside,Home / Non-institution,2015,22,,,,,
21,Tayside,Hospital,2015,44,,,,,
21,Western Isles,Care Home,2015,1,,,,,
21,Western Isles,Home / Non-institution,2015,3,,,,,
21,Western Isles,Hospital,2015,2,,,,,
22,Ayrshire and Arran,Care Home,2015,21,,,,,
22,Ayrshire and Arran,Home / Non-institution,2015,20,,,,,
22,Ayrshire and Arran,Hospital,2015,48,,,,,
22,Borders,Care Home,2015,1,,,,,
22,Borders,Home / Non-institution,2015,8,,,,,
22,Borders,Hospital,2015,20,,,,,
22,Dumfries and Galloway,Care Home,2015,8,,,,,
22,Dumfries and Galloway,Home / Non-institution,2015,7,,,,,
22,Dumfries and Galloway,Hospital,2015,13,,,,,
22,Fife,Care Home,2015,13,,,,,
22,Fife,Home / Non-institution,2015,18,,,,,
22,Fife,Hospital,2015,43,,,,,
22,Forth Valley,Care Home,2015,11,,,,,
22,Forth Valley,Home / Non-institution,2015,13,,,,,
22,Forth Valley,Hospital,2015,31,,,,,
22,Grampian,Care Home,2015,14,,,,,
22,Grampian,Home / Non-institution,2015,30,,,,,
22,Grampian,Hospital,2015,44,,,,,
22,Greater Glasgow and Clyde,Care Home,2015,46,,,,,
22,Greater Glasgow and Clyde,Home / Non-institution,2015,74,,,,,
22,Greater Glasgow and Clyde,Hospital,2015,113,,,,,
22,Highland,Care Home,2015,20,,,,,
22,Highland,Home / Non-institution,2015,28,,,,,
22,Highland,Hospital,2015,38,,,,,
22,Lanarkshire,Care Home,2015,15,,,,,
22,Lanarkshire,Home / Non-institution,2015,32,,,,,
22,Lanarkshire,Hospital,2015,83,,,,,
22,Lanarkshire,Other institution,2015,1,,,,,
22,Lothian,Care Home,2015,36,,,,,
22,Lothian,Home / Non-institution,2015,30,,,,,
22,Lothian,Hospital,2015,70,,,,,
22,Orkney,Home / Non-institution,2015,3,,,,,
22,Orkney,Hospital,2015,2,,,,,
22,Shetland,Care Home,2015,3,,,,,
22,Shetland,Home / Non-institution,2015,1,,,,,
22,Shetland,Hospital,2015,2,,,,,
22,Tayside,Care Home,2015,20,,,,,
22,Tayside,Home / Non-institution,2015,24,,,,,
22,Tayside,Hospital,2015,44,,,,,
22,Western Isles,Care Home,2015,2,,,,,
22,Western Isles,Home / Non-institution,2015,2,,,,,
22,Western Isles,Hospital,2015,3,,,,,
23,Ayrshire and Arran,Care Home,2015,24,,,,,
23,Ayrshire and Arran,Home / Non-institution,2015,22,,,,,
23,Ayrshire and Arran,Hospital,2015,55,,,,,
23,Ayrshire and Arran,Other institution,2015,1,,,,,
23,Borders,Care Home,2015,5,,,,,
23,Borders,Home / Non-institution,2015,8,,,,,
23,Borders,Hospital,2015,24,,,,,
23,Borders,Other institution,2015,1,,,,,
23,Dumfries and Galloway,Care Home,2015,5,,,,,
23,Dumfries and Galloway,Home / Non-institution,2015,11,,,,,
23,Dumfries and Galloway,Hospital,2015,24,,,,,
23,Fife,Care Home,2015,10,,,,,
23,Fife,Home / Non-institution,2015,23,,,,,
23,Fife,Hospital,2015,32,,,,,
23,Forth Valley,Care Home,2015,13,,,,,
23,Forth Valley,Home / Non-institution,2015,23,,,,,
23,Forth Valley,Hospital,2015,28,,,,,
23,Forth Valley,Other institution,2015,1,,,,,
23,Grampian,Care Home,2015,25,,,,,
23,Grampian,Home / Non-institution,2015,22,,,,,
23,Grampian,Hospital,2015,40,,,,,
23,Greater Glasgow and Clyde,Care Home,2015,68,,,,,
23,Greater Glasgow and Clyde,Home / Non-institution,2015,59,,,,,
23,Greater Glasgow and Clyde,Hospital,2015,118,,,,,
23,Highland,Care Home,2015,11,,,,,
23,Highland,Home / Non-institution,2015,22,,,,,
23,Highland,Hospital,2015,30,,,,,
23,Lanarkshire,Care Home,2015,24,,,,,
23,Lanarkshire,Home / Non-institution,2015,40,,,,,
23,Lanarkshire,Hospital,2015,69,,,,,
23,Lanarkshire,Other institution,2015,1,,,,,
23,Lothian,Care Home,2015,39,,,,,
23,Lothian,Home / Non-institution,2015,27,,,,,
23,Lothian,Hospital,2015,77,,,,,
23,Lothian,Other institution,2015,1,,,,,
23,Orkney,Home / Non-institution,2015,1,,,,,
23,Shetland,Home / Non-institution,2015,2,,,,,
23,Shetland,Hospital,2015,2,,,,,
23,Tayside,Care Home,2015,24,,,,,
23,Tayside,Home / Non-institution,2015,19,,,,,
23,Tayside,Hospital,2015,38,,,,,
23,Tayside,Other institution,2015,2,,,,,
23,Western Isles,Care Home,2015,2,,,,,
23,Western Isles,Home / Non-institution,2015,4,,,,,
23,Western Isles,Hospital,2015,3,,,,,
24,Ayrshire and Arran,Care Home,2015,16,,,,,
24,Ayrshire and Arran,Home / Non-institution,2015,27,,,,,
24,Ayrshire and Arran,Hospital,2015,46,,,,,
24,Borders,Care Home,2015,6,,,,,
24,Borders,Home / Non-institution,2015,10,,,,,
24,Borders,Hospital,2015,13,,,,,
24,Dumfries and Galloway,Care Home,2015,5,,,,,
24,Dumfries and Galloway,Home / Non-institution,2015,7,,,,,
24,Dumfries and Galloway,Hospital,2015,15,,,,,
24,Fife,Care Home,2015,8,,,,,
24,Fife,Home / Non-institution,2015,11,,,,,
24,Fife,Hospital,2015,40,,,,,
24,Forth Valley,Care Home,2015,20,,,,,
24,Forth Valley,Home / Non-institution,2015,13,,,,,
24,Forth Valley,Hospital,2015,17,,,,,
24,Grampian,Care Home,2015,26,,,,,
24,Grampian,Home / Non-institution,2015,31,,,,,
24,Grampian,Hospital,2015,64,,,,,
24,Greater Glasgow and Clyde,Care Home,2015,39,,,,,
24,Greater Glasgow and Clyde,Home / Non-institution,2015,48,,,,,
24,Greater Glasgow and Clyde,Hospital,2015,111,,,,,
24,Highland,Care Home,2015,17,,,,,
24,Highland,Home / Non-institution,2015,25,,,,,
24,Highland,Hospital,2015,50,,,,,
24,Lanarkshire,Care Home,2015,19,,,,,
24,Lanarkshire,Home / Non-institution,2015,35,,,,,
24,Lanarkshire,Hospital,2015,74,,,,,
24,Lothian,Care Home,2015,33,,,,,
24,Lothian,Home / Non-institution,2015,45,,,,,
24,Lothian,Hospital,2015,44,,,,,
24,Orkney,Care Home,2015,1,,,,,
24,Orkney,Hospital,2015,5,,,,,
24,Shetland,Home / Non-institution,2015,1,,,,,
24,Shetland,Hospital,2015,3,,,,,
24,Tayside,Care Home,2015,9,,,,,
24,Tayside,Home / Non-institution,2015,16,,,,,
24,Tayside,Hospital,2015,41,,,,,
24,Western Isles,Care Home,2015,3,,,,,
24,Western Isles,Home / Non-institution,2015,4,,,,,
24,Western Isles,Hospital,2015,3,,,,,
25,Ayrshire and Arran,Care Home,2015,22,,,,,
25,Ayrshire and Arran,Home / Non-institution,2015,27,,,,,
25,Ayrshire and Arran,Hospital,2015,46,,,,,
25,Borders,Care Home,2015,2,,,,,
25,Borders,Home / Non-institution,2015,3,,,,,
25,Borders,Hospital,2015,12,,,,,
25,Dumfries and Galloway,Care Home,2015,6,,,,,
25,Dumfries and Galloway,Home / Non-institution,2015,10,,,,,
25,Dumfries and Galloway,Hospital,2015,13,,,,,
25,Fife,Care Home,2015,14,,,,,
25,Fife,Home / Non-institution,2015,26,,,,,
25,Fife,Hospital,2015,34,,,,,
25,Forth Valley,Care Home,2015,10,,,,,
25,Forth Valley,Home / Non-institution,2015,10,,,,,
25,Forth Valley,Hospital,2015,26,,,,,
25,Grampian,Care Home,2015,27,,,,,
25,Grampian,Home / Non-institution,2015,39,,,,,
25,Grampian,Hospital,2015,49,,,,,
25,Greater Glasgow and Clyde,Care Home,2015,58,,,,,
25,Greater Glasgow and Clyde,Home / Non-institution,2015,50,,,,,
25,Greater Glasgow and Clyde,Hospital,2015,116,,,,,
25,Highland,Care Home,2015,16,,,,,
25,Highland,Home / Non-institution,2015,23,,,,,
25,Highland,Hospital,2015,30,,,,,
25,Lanarkshire,Care Home,2015,31,,,,,
25,Lanarkshire,Home / Non-institution,2015,25,,,,,
25,Lanarkshire,Hospital,2015,68,,,,,
25,Lothian,Care Home,2015,36,,,,,
25,Lothian,Home / Non-institution,2015,34,,,,,
25,Lothian,Hospital,2015,77,,,,,
